id,subject,dashboard_type,concept,category,count,core_concept,features,scope,rep_question,rep_year,rep_num,global_idx,years,questions
146,SE,official,"1-a. 요구사항 도출, 요구사항 분석, 요구사항 명세, 요구사항 추적",1. 요구사항분석 및 설계,37,요구사항 생명주기 관리,"요구사항 도출 기법, 분석 원리, 명세서 가라인, 추적 매트릭스 구성 요소를 검증합니다.",요구분석 및 설계,"45. 보통의경우Normal 유스케이스시나리오가사용
되지만특정조건하에서Conditional 유스케이스
시나리오가사용된다는UML 표기법으로가장적절한
것은?
①
②
③
④
①가- 유효성점검,
나- 일관성점검
②가- 실현성점검,
나- 완전성점검
③다- 완전성점검,
라- 유효성점검
④다- 일관성점검,
라- 실현성점검",2025,45,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]","[{""year"": 2025, ""num"": 45}, {""year"": 2025, ""num"": 43}, {""year"": 2025, ""num"": 32}, {""year"": 2024, ""num"": 44}, {""year"": 2024, ""num"": 28}, {""year"": 2024, ""num"": 26}, {""year"": 2023, ""num"": 47}, {""year"": 2023, ""num"": 37}, {""year"": 2023, ""num"": 34}, {""year"": 2023, ""num"": 31}, {""year"": 2022, ""num"": 49}, {""year"": 2022, ""num"": 42}, {""year"": 2022, ""num"": 41}, {""year"": 2022, ""num"": 27}, {""year"": 2022, ""num"": 26}, {""year"": 2021, ""num"": 47}, {""year"": 2021, ""num"": 37}, {""year"": 2020, ""num"": 35}, {""year"": 2020, ""num"": 34}, {""year"": 2020, ""num"": 26}, {""year"": 2019, ""num"": 38}, {""year"": 2019, ""num"": 32}, {""year"": 2019, ""num"": 30}, {""year"": 2019, ""num"": 26}, {""year"": 2018, ""num"": 42}, {""year"": 2018, ""num"": 33}, {""year"": 2018, ""num"": 27}, {""year"": 2017, ""num"": 32}, {""year"": 2017, ""num"": 31}, {""year"": 2017, ""num"": 29}, {""year"": 2016, ""num"": 50}, {""year"": 2016, ""num"": 30}, {""year"": 2016, ""num"": 26}, {""year"": 2015, ""num"": 41}, {""year"": 2015, ""num"": 39}, {""year"": 2015, ""num"": 33}, {""year"": 2015, ""num"": 31}]"
147,SE,official,1-b. 객체지향 개념,1. 요구사항분석 및 설계,38,객체지향 설계 핵심 원칙,"상속, 다형성, 캡슐화, 추상화 및 5대 의존 관계의 소스 코드 매핑 구조를 검증합니다.",요구분석 및 설계,"49. 마이크로서비스 설계를 위한 다음 그림의 특정 패
턴을 적용하기 위한 Best Practice로 가장 적절한 
것은?
  ① 데이터베이스는 비즈니스 규칙이 아닌 데이터를 
저장하기 위한 용도로만 사용되어야 한다. 
  ② 데이터를 읽고, 쓰는 책임을 분리하는 CQRS 
코딩 패턴을 적용해야 한다. 
  ③ 서비스간 통신오류 방지를 위해 연관 ID를 정의
하여 사용해야 한다. 
  ④ 비동기 메시지의 구조를 잘 이해하고 정의해야 
한다.",2026,49,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 49}, {""year"": 2026, ""num"": 35}, {""year"": 2026, ""num"": 33}, {""year"": 2026, ""num"": 32}, {""year"": 2025, ""num"": 45}, {""year"": 2024, ""num"": 46}, {""year"": 2024, ""num"": 41}, {""year"": 2024, ""num"": 38}, {""year"": 2024, ""num"": 32}, {""year"": 2024, ""num"": 31}, {""year"": 2024, ""num"": 30}, {""year"": 2023, ""num"": 34}, {""year"": 2023, ""num"": 28}, {""year"": 2022, ""num"": 49}, {""year"": 2022, ""num"": 45}, {""year"": 2022, ""num"": 41}, {""year"": 2022, ""num"": 39}, {""year"": 2022, ""num"": 26}, {""year"": 2021, ""num"": 40}, {""year"": 2021, ""num"": 36}, {""year"": 2020, ""num"": 50}, {""year"": 2020, ""num"": 41}, {""year"": 2020, ""num"": 35}, {""year"": 2020, ""num"": 26}, {""year"": 2019, ""num"": 49}, {""year"": 2019, ""num"": 35}, {""year"": 2019, ""num"": 32}, {""year"": 2018, ""num"": 43}, {""year"": 2018, ""num"": 37}, {""year"": 2017, ""num"": 50}, {""year"": 2017, ""num"": 47}, {""year"": 2017, ""num"": 31}, {""year"": 2017, ""num"": 28}, {""year"": 2016, ""num"": 28}, {""year"": 2015, ""num"": 49}, {""year"": 2015, ""num"": 38}, {""year"": 2015, ""num"": 29}, {""year"": 2015, ""num"": 27}]"
148,SE,official,1-c. 설계원리,1. 요구사항분석 및 설계,20,결합도와 응집도 및 설계 원리,SOLID 설계 원칙과 강한 응집도/약한 결합도를 달성하기 위한 상세 설계 요소를 질문합니다.,요구분석 및 설계,"35. 다음 중 SOLID 설계원칙에 대한 설명으로 가장 
거리가 먼 것은?
  ① SRP 원칙에 의하면 클래스는 단 하나의 변경 
이유만을 가져야 한다. 
  ② OCP 원칙을 잘 준수하는 경우 기존의 코드를 
변경하지 않으면서도 새로운 기능을 추가하기가 
용이하다. 
  ③ DIP 원칙에 의하면 의존 관계를 설정할 때 변화
하기 어렵거나 거의 변화하지 않을 대상에 대해 
의존관계를 가지는 것이 바람직하다. 
  ④ LSP 원칙을 통해 일반화 관계가 적절히 사용되
었는지 점검할 수 있으며, 이 원칙을 위반하면 
컴파일러가 자동적으로 에러를 발생시킨다.",2026,35,,"[2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023, 2024, 2026]","[{""year"": 2026, ""num"": 35}, {""year"": 2026, ""num"": 32}, {""year"": 2024, ""num"": 46}, {""year"": 2023, ""num"": 37}, {""year"": 2023, ""num"": 28}, {""year"": 2022, ""num"": 50}, {""year"": 2022, ""num"": 40}, {""year"": 2021, ""num"": 48}, {""year"": 2021, ""num"": 36}, {""year"": 2021, ""num"": 26}, {""year"": 2019, ""num"": 33}, {""year"": 2019, ""num"": 29}, {""year"": 2018, ""num"": 46}, {""year"": 2017, ""num"": 47}, {""year"": 2017, ""num"": 26}, {""year"": 2016, ""num"": 27}, {""year"": 2015, ""num"": 49}, {""year"": 2015, ""num"": 43}, {""year"": 2015, ""num"": 40}, {""year"": 2015, ""num"": 32}]"
149,SE,official,1-d. UML/SysML 모델링,1. 요구사항분석 및 설계,48,UML 및 SysML 표기법 분석,"다양한 UML 다이어그램(클래스, 시퀀스, 상태, 활동)과 SysML 제약 조건 명세 특징을 검증합니다.",요구분석 및 설계,"34. 다음 UML State Machine 다이어그램에 대해, 
초기상태에서 E1 이벤트와 E2 이벤트가 연달아 
발생하여 최종적으로 전이된 상태에서의  값으
로 올바른 것은?
  ① 3
② 5
  ③ 8
④ 10",2026,34,,"[2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 34}, {""year"": 2026, ""num"": 33}, {""year"": 2026, ""num"": 31}, {""year"": 2026, ""num"": 28}, {""year"": 2025, ""num"": 45}, {""year"": 2025, ""num"": 44}, {""year"": 2025, ""num"": 32}, {""year"": 2025, ""num"": 30}, {""year"": 2025, ""num"": 29}, {""year"": 2024, ""num"": 35}, {""year"": 2024, ""num"": 31}, {""year"": 2024, ""num"": 28}, {""year"": 2023, ""num"": 40}, {""year"": 2023, ""num"": 31}, {""year"": 2023, ""num"": 26}, {""year"": 2022, ""num"": 50}, {""year"": 2022, ""num"": 45}, {""year"": 2022, ""num"": 43}, {""year"": 2021, ""num"": 50}, {""year"": 2021, ""num"": 49}, {""year"": 2021, ""num"": 48}, {""year"": 2021, ""num"": 45}, {""year"": 2021, ""num"": 43}, {""year"": 2021, ""num"": 42}, {""year"": 2021, ""num"": 39}, {""year"": 2021, ""num"": 31}, {""year"": 2019, ""num"": 44}, {""year"": 2019, ""num"": 41}, {""year"": 2019, ""num"": 31}, {""year"": 2019, ""num"": 30}, {""year"": 2019, ""num"": 29}, {""year"": 2018, ""num"": 50}, {""year"": 2018, ""num"": 48}, {""year"": 2018, ""num"": 45}, {""year"": 2018, ""num"": 41}, {""year"": 2017, ""num"": 49}, {""year"": 2017, ""num"": 46}, {""year"": 2017, ""num"": 41}, {""year"": 2017, ""num"": 30}, {""year"": 2017, ""num"": 29}, {""year"": 2016, ""num"": 30}, {""year"": 2016, ""num"": 27}, {""year"": 2015, ""num"": 45}, {""year"": 2015, ""num"": 44}, {""year"": 2015, ""num"": 39}, {""year"": 2015, ""num"": 38}, {""year"": 2015, ""num"": 30}, {""year"": 2015, ""num"": 27}]"
150,SE,official,"1-e. 아키텍처 스타일(계층구조, 클라이언트 서버, 트랜잭션 처리, mvc, 이벤트 중심 등)",1. 요구사항분석 및 설계,15,소프트웨어 아키텍처 패턴,"MVC, Layered, Event-Driven, Repository 등 전통적인 아키텍처 스타일의 구성과 특징을 비교 평가합니다.",요구분석 및 설계,"44. 다음 상황에 가장 적합한 아키텍처 스타일은?
대규모 전자상거래 시스템을 개발하고자 한다. 상
품 검색, 주문 및 결제, 재고 관리, 배송 추적 기
능이 서로 독립적으로 배포되고 확장될 수 있어
야 하며, 특정 기능에 문제가 발생해도 전체 시스
템이 중단되지 않아야 한다. 또한 각 서비스는 서
로 다른 기술 스택으로 개발될 수 있다.
  ① Microservices Architecture
  ② Repository Architecture
  ③ Layered Architecture
  ④ Monolithic Architecture",2026,44,,"[2015, 2017, 2020, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 44}, {""year"": 2026, ""num"": 27}, {""year"": 2025, ""num"": 38}, {""year"": 2025, ""num"": 29}, {""year"": 2024, ""num"": 45}, {""year"": 2023, ""num"": 37}, {""year"": 2023, ""num"": 35}, {""year"": 2023, ""num"": 33}, {""year"": 2022, ""num"": 32}, {""year"": 2020, ""num"": 35}, {""year"": 2020, ""num"": 27}, {""year"": 2017, ""num"": 33}, {""year"": 2015, ""num"": 50}, {""year"": 2015, ""num"": 48}, {""year"": 2015, ""num"": 47}]"
151,SE,official,1-f. 설계패턴,1. 요구사항분석 및 설계,18,GoF 디자인 패턴 실전 연계,"23대 생성, 구조, 행위 패턴의 자바 소스코드 수준 활용 방안을 질문합니다.",요구분석 및 설계,"38. 다음 그림과 같이 객체 타입에 따라 다른 동작을 
하는 조건 분기가 있는 경우에 적용한 리팩토링 
기법으로 가장 적절한 것은?
  ① Inline Method
  ② Encapsulate Downcast
  ③ Replace Conditional with Polymorphism
  ④ Replace Constructor with Factory Method",2026,38,,"[2015, 2017, 2018, 2019, 2020, 2021, 2022, 2025, 2026]","[{""year"": 2026, ""num"": 38}, {""year"": 2026, ""num"": 28}, {""year"": 2026, ""num"": 27}, {""year"": 2025, ""num"": 48}, {""year"": 2022, ""num"": 43}, {""year"": 2021, ""num"": 31}, {""year"": 2021, ""num"": 27}, {""year"": 2020, ""num"": 43}, {""year"": 2020, ""num"": 41}, {""year"": 2020, ""num"": 35}, {""year"": 2020, ""num"": 28}, {""year"": 2019, ""num"": 41}, {""year"": 2018, ""num"": 48}, {""year"": 2018, ""num"": 41}, {""year"": 2018, ""num"": 39}, {""year"": 2017, ""num"": 30}, {""year"": 2015, ""num"": 43}, {""year"": 2015, ""num"": 30}]"
152,SE,official,1-g. 사용자 인터페이스 설계,1. 요구사항분석 및 설계,11,UI/UX 설계 및 사용성 지침,"UI 설계 3대 규칙, 웹 접근성 설계 기준과 사용자 인터랙션 평가 기법을 질문합니다.",요구분석 및 설계,"37. 애자일 프로젝트 관리 방법인 스크럼(scrum)에 
대한 설명 중 가장 적절하지 않은 것은?
  ① 스크럼(scrum)은 소프트웨어 개발 팀이며 7명을 
넘지 않을 것을 권장한다. 
  ② 스프린트(sprint)는 개발에서 이루어지는 반복
을 의미하며 주로 2~4주 길이로 구성한다.
  ③ 제품 백로그(product backlog)는 해야 할 일에 대
한 목록이며 소프트웨어 요구사항 등이 포함된다.
  ④ 스크럼 마스터(scrum master)는 프로젝트 관리
자와 유사한 역할이며 팀이 스크럼 프로세스를 
효과적으로 따를 수 있도록 한다.
Ÿ
데이터의 생성과 소비에 관련된 내용으로 컴포
넌트들에 감지된 이벤트를 통해 상호작용한다.
Ÿ
데이터의 생성자와 사용자를 구분하고 이벤트
를 통하여 정보의 사용을 관리한다.
Ÿ
모든 컴포넌트는 이벤트 분배자(Distributor)
에 연결된다.
사용자 인터페이스를 시스템의 다른 부분과 분리
하여 결합도를 낮추기 위한 아키텍처 스타일로, 
사용자 인터페이스를 담당하는 계층의 응집력을 
높일 수 있고, 여러 개의 다른 UI를 만들어 그 사
이에 결합도를 낮출 수 있다.",2023,37,,"[2015, 2016, 2018, 2019, 2020, 2021, 2023]","[{""year"": 2023, ""num"": 37}, {""year"": 2023, ""num"": 28}, {""year"": 2021, ""num"": 30}, {""year"": 2020, ""num"": 42}, {""year"": 2020, ""num"": 35}, {""year"": 2019, ""num"": 39}, {""year"": 2018, ""num"": 35}, {""year"": 2016, ""num"": 44}, {""year"": 2016, ""num"": 43}, {""year"": 2016, ""num"": 26}, {""year"": 2015, ""num"": 41}]"
153,SE,official,"2-a. 프로그래밍언어 및 환경(코딩원리, 코딩오류, 코딩 스타일, uml과 코딩)",2. 구현 및 테스트,25,코딩 규칙 및 언어별 컴파일 메커니즘,MISRA-C 등 코딩 표준 규칙 위배 사례 및 디버깅 지침을 검증합니다.,구현 및 테스트,"48. 다음 중 소프트웨어 개발의 지속적 통합
(Continuous Integration)에 대한 설명으로 올바르지 
않은 것으로만 묶인 것은? 
가. 지속적 통합은 특정 기능의 개발이 완료되었을 
때 진행한다.
나. 지속적 통합은 개발자가 저장소에 코드를 커밋
할 때마다 진행된다.
다. Git이나 SVN과 같은 버전 관리 도구를 사용
한다.
라. 코드를 컴파일하고 통합하는 빌드 과정이 자
동화 된다.
마. 개발자는 코드 테스트를 완료한 후, 커밋을 
진행한다.
  ① 가, 나
② 가, 마
  ③ 나, 다, 라
④ 나, 다, 마",2026,48,,"[2015, 2016, 2017, 2019, 2021, 2022, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 48}, {""year"": 2026, ""num"": 41}, {""year"": 2026, ""num"": 35}, {""year"": 2026, ""num"": 28}, {""year"": 2025, ""num"": 44}, {""year"": 2025, ""num"": 30}, {""year"": 2024, ""num"": 49}, {""year"": 2024, ""num"": 41}, {""year"": 2022, ""num"": 48}, {""year"": 2022, ""num"": 30}, {""year"": 2021, ""num"": 45}, {""year"": 2021, ""num"": 42}, {""year"": 2021, ""num"": 32}, {""year"": 2019, ""num"": 46}, {""year"": 2019, ""num"": 32}, {""year"": 2017, ""num"": 49}, {""year"": 2017, ""num"": 45}, {""year"": 2017, ""num"": 33}, {""year"": 2016, ""num"": 46}, {""year"": 2016, ""num"": 45}, {""year"": 2016, ""num"": 34}, {""year"": 2015, ""num"": 46}, {""year"": 2015, ""num"": 38}, {""year"": 2015, ""num"": 34}, {""year"": 2015, ""num"": 27}]"
154,SE,official,"2-b. 코드 자동생성, 로우코드/노코드",2. 구현 및 테스트,0,현대적 개발 패러다임 플랫폼,모델 기반 개발(MDD)의 코드 자동 생성 기법 및 로우코드 플랫폼의 아키텍처 특징을 질문합니다.,구현 및 테스트,,,,,[],[]
155,SE,official,"2-c. 웹접근성, 웹호환성 점검",2. 구현 및 테스트,5,국가 웹 접근성 표준 지침 준수,"대체 텍스트, 키보드 조작 보장 등 24대 웹 접근성 점검 기준을 중점 검증합니다.",구현 및 테스트,"35. 다음 중 SOLID 설계원칙에 대한 설명으로 가장 
거리가 먼 것은?
  ① SRP 원칙에 의하면 클래스는 단 하나의 변경 
이유만을 가져야 한다. 
  ② OCP 원칙을 잘 준수하는 경우 기존의 코드를 
변경하지 않으면서도 새로운 기능을 추가하기가 
용이하다. 
  ③ DIP 원칙에 의하면 의존 관계를 설정할 때 변화
하기 어렵거나 거의 변화하지 않을 대상에 대해 
의존관계를 가지는 것이 바람직하다. 
  ④ LSP 원칙을 통해 일반화 관계가 적절히 사용되
었는지 점검할 수 있으며, 이 원칙을 위반하면 
컴파일러가 자동적으로 에러를 발생시킨다.",2026,35,,"[2020, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 35}, {""year"": 2025, ""num"": 45}, {""year"": 2025, ""num"": 43}, {""year"": 2024, ""num"": 38}, {""year"": 2020, ""num"": 26}]"
156,SE,official,"2-d. 단위, 모듈, 연계, 통합, 시스템, 인수 등",2. 구현 및 테스트,4,테스트 단계별 수행 범위,"하향식/상향식 통합 테스트(드라이버/스텁), 시스템 성능 테스트 및 알파/베타 인수 조건 분석이 출제됩니다.",구현 및 테스트,"26. 다음 설명에 가장 적절한 설계 원칙은?
단위 테스트를 수행할 때 테스트 대상 클래스를 변경
하지 않고도 대상 클래스의 환경을 테스트가 용이
하도록 통제 가능한 환경으로 변경할 수 있는 설계가 
되어야 한다.
  ① SRP(Single Responsibility Principle)
  ② OCP(Open Closed Principle)
  ③ DIP(Dependency Inversion Principle)
  ④ LSP(Liskov Substitution Principle)",2021,26,,"[2016, 2018, 2021]","[{""year"": 2021, ""num"": 26}, {""year"": 2018, ""num"": 32}, {""year"": 2016, ""num"": 50}, {""year"": 2016, ""num"": 36}]"
157,SE,official,2-e. 테스팅 방법 및 도구,2. 구현 및 테스트,36,동적/정적 테스트 설계 기법,"화이트박스(제어 흐름 커버리지, 순환 복잡도)와 블랙박스(경계값, 동등 분할)의 세부 연산을 질문합니다.",구현 및 테스트,"40. 다음 중 Test-Driven Development(TDD)의 개발 
절차로 가장 적합한 것은?
  ① 설계 – 코드 작성 – 테스트 수행
  ② 코드 작성 – 테스트 수행 - 리팩토링
  ③ 테스트 작성 – 리팩토링 – 코드 작성
  ④ 테스트 작성 – 코드 작성 - 리팩토링",2026,40,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 40}, {""year"": 2026, ""num"": 39}, {""year"": 2025, ""num"": 46}, {""year"": 2025, ""num"": 42}, {""year"": 2025, ""num"": 39}, {""year"": 2025, ""num"": 33}, {""year"": 2025, ""num"": 28}, {""year"": 2024, ""num"": 37}, {""year"": 2024, ""num"": 36}, {""year"": 2023, ""num"": 45}, {""year"": 2023, ""num"": 29}, {""year"": 2023, ""num"": 27}, {""year"": 2022, ""num"": 33}, {""year"": 2022, ""num"": 29}, {""year"": 2021, ""num"": 44}, {""year"": 2021, ""num"": 29}, {""year"": 2020, ""num"": 47}, {""year"": 2020, ""num"": 33}, {""year"": 2020, ""num"": 29}, {""year"": 2019, ""num"": 50}, {""year"": 2019, ""num"": 31}, {""year"": 2019, ""num"": 27}, {""year"": 2018, ""num"": 47}, {""year"": 2018, ""num"": 37}, {""year"": 2018, ""num"": 36}, {""year"": 2018, ""num"": 32}, {""year"": 2018, ""num"": 30}, {""year"": 2018, ""num"": 28}, {""year"": 2017, ""num"": 44}, {""year"": 2017, ""num"": 38}, {""year"": 2017, ""num"": 31}, {""year"": 2017, ""num"": 28}, {""year"": 2016, ""num"": 39}, {""year"": 2016, ""num"": 38}, {""year"": 2016, ""num"": 35}, {""year"": 2015, ""num"": 28}]"
158,SE,official,"2-f. KS X ISO/IEC/IEEE 29119, KS X ISO/IEC 33063 SW테스트 관련 표준",2. 구현 및 테스트,6,국제 SW 테스팅 표준,29119 표준이 규정하는 테스트 프로세스 산출물과 테스트 계획 설계 표준을 검증합니다.,구현 및 테스트,"36. IEEE 29119에서는 combinatorial test design 방법
으로서 base choice 방법을 제시하고 있다. 다음
과 같이 4개의 글꼴 이름, 5개의 글꼴 크기, 3개
의 스타일에 대한 테스트를 base choice 방법을 
사용할 때 테스트케이스 수로서 가장 적절한 것
은?
·글꼴 이름: 궁서, 굴림, 바탕, 고딕
·글꼴 크기: 10, 12, 14, 16, 18
·스타일: 밑줄, 기울임, 보통
  ① 5개
② 10개
  ③ 20개
④ 60개",2024,36,,"[2018, 2019, 2021, 2023, 2024]","[{""year"": 2024, ""num"": 36}, {""year"": 2024, ""num"": 34}, {""year"": 2023, ""num"": 34}, {""year"": 2021, ""num"": 44}, {""year"": 2019, ""num"": 42}, {""year"": 2018, ""num"": 37}]"
159,SE,official,3-a. 유지관리 개념 및 방법,3. 유지관리 및 운영,15,유지보수 유형 분류 및 개선 방법,"수정, 예방, 적응, 완전 유지보수의 특징과 3R 진화 활동을 질문합니다.",유지관리 및 운영,"32. 시스템의 유지보수성과 확장성을 향상시키기 위해 
아래와 같은 방향으로 설계를 개선하려고 한다.
모듈 간 의존관계를 최소화하고 각 모듈이 하나의 
기능 중심으로 구성되도록 한다. 그리고 모듈 내부 
구현 정보는 외부에 노출하지 않도록 한다.
다음 중 위 설계 개선에 적용할 수 있는 소프트웨
어 설계 기법의 조합으로 가장 적합한 것은?
  ① 응집도 감소 – 결합도 증가 – 정보은닉 강화
  ② 응집도 증가 – 결합도 감소 – 정보은닉 강화
  ③ 결합도 증가 – 추상화 강화 – 모듈화 강화
  ④ 모듈화 강화 – 응집도 감소 – 추상화 강화",2026,32,,"[2015, 2016, 2017, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 32}, {""year"": 2025, ""num"": 27}, {""year"": 2024, ""num"": 38}, {""year"": 2023, ""num"": 48}, {""year"": 2022, ""num"": 37}, {""year"": 2021, ""num"": 38}, {""year"": 2020, ""num"": 49}, {""year"": 2020, ""num"": 44}, {""year"": 2020, ""num"": 34}, {""year"": 2019, ""num"": 39}, {""year"": 2017, ""num"": 48}, {""year"": 2016, ""num"": 43}, {""year"": 2016, ""num"": 42}, {""year"": 2015, ""num"": 49}, {""year"": 2015, ""num"": 35}]"
160,SE,official,3-b. 형상관리,3. 유지관리 및 운영,16,"형상 식별, 통제, 감사 및 버전 관리","베이스라인 설정 요건, CCB 변경 제어 위원회의 변경 통제 절차 및 Git 명령어 분석이 출제됩니다.",유지관리 및 운영,"48. 다음 중 소프트웨어 개발의 지속적 통합
(Continuous Integration)에 대한 설명으로 올바르지 
않은 것으로만 묶인 것은? 
가. 지속적 통합은 특정 기능의 개발이 완료되었을 
때 진행한다.
나. 지속적 통합은 개발자가 저장소에 코드를 커밋
할 때마다 진행된다.
다. Git이나 SVN과 같은 버전 관리 도구를 사용
한다.
라. 코드를 컴파일하고 통합하는 빌드 과정이 자
동화 된다.
마. 개발자는 코드 테스트를 완료한 후, 커밋을 
진행한다.
  ① 가, 나
② 가, 마
  ③ 나, 다, 라
④ 나, 다, 마",2026,48,,"[2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2026]","[{""year"": 2026, ""num"": 48}, {""year"": 2026, ""num"": 37}, {""year"": 2026, ""num"": 36}, {""year"": 2024, ""num"": 29}, {""year"": 2023, ""num"": 49}, {""year"": 2023, ""num"": 43}, {""year"": 2023, ""num"": 42}, {""year"": 2022, ""num"": 35}, {""year"": 2021, ""num"": 40}, {""year"": 2020, ""num"": 50}, {""year"": 2020, ""num"": 40}, {""year"": 2019, ""num"": 49}, {""year"": 2018, ""num"": 43}, {""year"": 2017, ""num"": 39}, {""year"": 2017, ""num"": 27}, {""year"": 2015, ""num"": 33}]"
161,SE,official,"3-c. ITSM, ITIL(SLA, SLM 등)",3. 유지관리 및 운영,3,IT 서비스 수준 및 프로세스 관리,ITIL v4 서비스 생명주기 관리 프로세스 및 SLA 정량 평가 메트릭 설정을 평가합니다.,유지관리 및 운영,"40. ITIL 4는IT 서비스관리의프레임워크이다. ITIL
Service Value System(SVS)에서는14개의General
Management Practices, 17개의Service Management
Practices,
그리고
3개의
Technical
Management
Practices를포함한다. 다음중Service Management
Practices로가장적절하지않은것은?
①Business Analysis
②Change Control
③IT Asset Management
④Software Deployment and Management",2025,40,,"[2019, 2020, 2025]","[{""year"": 2025, ""num"": 40}, {""year"": 2020, ""num"": 38}, {""year"": 2019, ""num"": 43}]"
162,SE,official,"3-d. 재사용, 재공학, 역공학, Refactoring",3. 유지관리 및 운영,28,코드 현대화 및 소스코드 품질 개선,코드 스멜 유형 식별 및 메서드 추출 등 안전한 리팩토링 실천 전략을 중점적으로 묻습니다.,유지관리 및 운영,"40. 다음 중 Test-Driven Development(TDD)의 개발 
절차로 가장 적합한 것은?
  ① 설계 – 코드 작성 – 테스트 수행
  ② 코드 작성 – 테스트 수행 - 리팩토링
  ③ 테스트 작성 – 리팩토링 – 코드 작성
  ④ 테스트 작성 – 코드 작성 - 리팩토링",2026,40,,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026]","[{""year"": 2026, ""num"": 40}, {""year"": 2026, ""num"": 38}, {""year"": 2025, ""num"": 49}, {""year"": 2024, ""num"": 41}, {""year"": 2024, ""num"": 40}, {""year"": 2024, ""num"": 35}, {""year"": 2024, ""num"": 32}, {""year"": 2024, ""num"": 27}, {""year"": 2023, ""num"": 30}, {""year"": 2023, ""num"": 28}, {""year"": 2022, ""num"": 37}, {""year"": 2022, ""num"": 34}, {""year"": 2022, ""num"": 31}, {""year"": 2022, ""num"": 28}, {""year"": 2021, ""num"": 50}, {""year"": 2021, ""num"": 41}, {""year"": 2021, ""num"": 38}, {""year"": 2021, ""num"": 35}, {""year"": 2020, ""num"": 42}, {""year"": 2019, ""num"": 47}, {""year"": 2019, ""num"": 28}, {""year"": 2018, ""num"": 38}, {""year"": 2018, ""num"": 27}, {""year"": 2017, ""num"": 40}, {""year"": 2016, ""num"": 44}, {""year"": 2016, ""num"": 40}, {""year"": 2016, ""num"": 37}, {""year"": 2015, ""num"": 40}]"
163,SE,official,3-e. 아웃소싱,3. 유지관리 및 운영,0,IT 서비스 위탁 관리 모델,SLA 기반의 아웃소싱 관리 절차와 위탁 리스크 식별 기준을 평가합니다.,유지관리 및 운영,,,,,[],[]
164,SE,official,"4-a. 구조적, 정보공학, 객체지향","4. 개발방법론, sw 구조 및 공개sw",0,정통적 소프트웨어 방법론 특징,"각 방법론의 분석 대상(프로세스, 데이터, 객체)과 고유 산출물 특징을 비교 질문합니다.",개발방법론 및 플랫폼,,,,,[],[]
165,SE,official,"4-b. CBD, Agile, 데브 옵스, aop 등","4. 개발방법론, sw 구조 및 공개sw",21,현대적 기민한 개발 아키텍처,"스크럼 프레임워크 5대 회의와 산출물, AOP의 횡단 관심사 삽입 기법(Joinpoint/Advice)을 질문합니다.",개발방법론 및 플랫폼,"46. 다음은 게임 소프트웨어의 출시 가능한 버전을 스
크럼 방식으로 만드는 과정이다. (가)~(라)에 해당
하는 가장 적절한 것은?
  ① (가) 제품 백로그 
(나) 스프린트 백로그 
(다) 일일 스크럼 
(라) 스프린트
  ② (가) 제품 백로그 
(나) 스프린트 백로그 
(다) 일일 스프린트 
(라) 스크럼
  ③ (가) 스프린트 백로그 (나) 제품 백로그 
(다) 일일 스크럼  
(라) 스프린트
  ④ (가) 제품 백로그 
(나) 스프린트 백로그 
(다) 일일 스프린트 
(라) 스크럼",2026,46,,"[2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2026]","[{""year"": 2026, ""num"": 46}, {""year"": 2026, ""num"": 45}, {""year"": 2026, ""num"": 43}, {""year"": 2024, ""num"": 50}, {""year"": 2024, ""num"": 26}, {""year"": 2023, ""num"": 37}, {""year"": 2022, ""num"": 39}, {""year"": 2022, ""num"": 38}, {""year"": 2022, ""num"": 31}, {""year"": 2021, ""num"": 37}, {""year"": 2021, ""num"": 28}, {""year"": 2020, ""num"": 43}, {""year"": 2020, ""num"": 40}, {""year"": 2020, ""num"": 36}, {""year"": 2020, ""num"": 34}, {""year"": 2020, ""num"": 31}, {""year"": 2020, ""num"": 30}, {""year"": 2019, ""num"": 45}, {""year"": 2019, ""num"": 37}, {""year"": 2018, ""num"": 33}, {""year"": 2017, ""num"": 32}]"
